Family,MK22D5,mk,,,,,,,,,,,
,,,,,,,,,,,,,
Device,MK22DX128VLF5,K22P48M50SF4RM,LQFP_48,,,,,,,,,,
Device,MK22DX256VLF5,K22P48M50SF4RM,LQFP_48,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Key,Pin,Pkg LQFP_48,Reset,Default,ALT0,ALT1,ALT2,ALT3,ALT4,ALT5,ALT6,ALT7,EzPort
Pin,VDD1,p1,VDD1,,,,,,,,,,
Pin,VSS1,p2,VSS1,,,,,,,,,,
Pin,USB0_DP,p3,USB0_DP,,,,,,,,,,
Pin,USB0_DM,p4,USB0_DM,,,,,,,,,,
Pin,VOUT33,p5,VOUT33,,,,,,,,,,
Pin,VREGIN,p6,VREGIN,,,,,,,,,,
Pin,ADC0_DP0,p7,ADC0_DP0/ADC0_SE0,,,,,,,,,,
Pin,ADC0_DM0,p8,ADC0_DM0/ADC0_SE19,,,,,,,,,,
Pin,VDDA,p9,VDDA,,,,,,,,,,
Pin,VREFH,p10,VREFH,,,,,,,,,,
Pin,VREFL,p11,VREFL,,,,,,,,,,
Pin,VSSA,p12,VSSA,,,,,,,,,,
Pin,VREF_OUT,p13,VREF_OUT/CMP1_IN5/CMP0_IN5,,,,,,,,,,
Pin,XTAL32,p14,XTAL32,,,,,,,,,,
Pin,EXTAL32,p15,EXTAL32,,,,,,,,,,
Pin,VBAT,p16,VBAT,,,,,,,,,,
Pin,PTA0,p17,JTAG_TCLK/SWD_CLK,,,PTA0,UART0_CTS_b/UART0_COL_b,FTM0_CH5,,,,JTAG_TCLK/SWD_CLK,EZP_CLK
Pin,PTA1,p18,JTAG_TDI,,,PTA1,UART0_RX,FTM0_CH6,,,,JTAG_TDI,EZP_DI
Pin,PTA2,p19,JTAG_TDO/TRACE_SWO,,,PTA2,UART0_TX,FTM0_CH7,,,,JTAG_TDO/TRACE_SWO,EZP_DO
Pin,PTA3,p20,JTAG_TMS/SWD_DIO,,,PTA3,UART0_RTS_b,FTM0_CH0,,,,JTAG_TMS/SWD_DIO,
Pin,PTA4,p21,NMI_b,,,PTA4/LLWU_P3,,FTM0_CH1,,,,NMI_b,EZP_CS_b
Pin,VDD2,p22,VDD2,,,,,,,,,,
Pin,VSS2,p23,VSS2,,,,,,,,,,
Pin,PTA18,p24,EXTAL0,,EXTAL0,PTA18,,FTM0_FLT2,,,,FTM_CLKIN0,
Pin,PTA19,p25,XTAL0,,XTAL0,PTA19,,FTM1_FLT0,,,LPTMR0_ALT1,FTM_CLKIN1,
Pin,RESET_b,p26,RESET_b,,,,,,,,,,
Pin,PTB0,p27,ADC0_SE8,,ADC0_SE8,PTB0/LLWU_P5,I2C0_SCL,FTM1_CH0,,,FTM1_QD_PHA,,
Pin,PTB1,p28,ADC0_SE9,,ADC0_SE9,PTB1,I2C0_SDA,FTM1_CH1,,,FTM1_QD_PHB,,
Pin,PTB2,p29,ADC0_SE12,,ADC0_SE12,PTB2,I2C0_SCL,UART0_RTS_b,,,FTM0_FLT3,,
Pin,PTB3,p30,ADC0_SE13,,ADC0_SE13,PTB3,I2C0_SDA,UART0_CTS_b/UART0_COL_b,,,FTM0_FLT0,,
Pin,PTB16,p31,DISABLED,,,PTB16,,UART0_RX,,,EWM_IN,FTM_CLKIN0,
Pin,PTB17,p32,DISABLED,,,PTB17,,UART0_TX,,,EWM_OUT_b,FTM_CLKIN1,
Pin,PTC0,p33,ADC0_SE14,,ADC0_SE14,PTC0,SPI0_PCS4,PDB0_EXTRG,,,I2S0_TXD1,,
Pin,PTC1,p34,ADC0_SE15,,ADC0_SE15,PTC1/LLWU_P6,SPI0_PCS3,UART1_RTS_b,FTM0_CH0,,I2S0_TXD0,,
Pin,PTC2,p35,ADC0_SE4b/CMP1_IN0,,ADC0_SE4b/CMP1_IN0,PTC2,SPI0_PCS2,UART1_CTS_b,FTM0_CH1,,I2S0_TX_FS,,
Pin,PTC3,p36,CMP1_IN1,,CMP1_IN1,PTC3/LLWU_P7,SPI0_PCS1,UART1_RX,FTM0_CH2,,I2S0_TX_BCLK,,
Pin,PTC4,p37,DISABLED,,,PTC4/LLWU_P8,SPI0_PCS0,UART1_TX,FTM0_CH3,,CMP1_OUT,,
Pin,PTC5,p38,DISABLED,,,PTC5/LLWU_P9,SPI0_SCK,LPTMR0_ALT2,I2S0_RXD0,,CMP0_OUT,FTM0_CH2,
Pin,PTC6,p39,CMP0_IN0,,CMP0_IN0,PTC6/LLWU_P10,SPI0_SOUT,PDB0_EXTRG,I2S0_RX_BCLK,,I2S0_MCLK,,
Pin,PTC7,p40,CMP0_IN1,,CMP0_IN1,PTC7,SPI0_SIN,USB_SOF_OUT,I2S0_RX_FS,,,,
Pin,PTD0,p41,DISABLED,,,PTD0/LLWU_P12,SPI0_PCS0,UART2_RTS_b,,,,,
Pin,PTD1,p42,ADC0_SE5b,,ADC0_SE5b,PTD1,SPI0_SCK,UART2_CTS_b,,,,,
Pin,PTD2,p43,DISABLED,,,PTD2/LLWU_P13,SPI0_SOUT,UART2_RX,I2C0_SCL,,,,
Pin,PTD3,p44,DISABLED,,,PTD3,SPI0_SIN,UART2_TX,I2C0_SDA,,,,
Pin,PTD4,p45,ADC0_SE21,,ADC0_SE21,PTD4/LLWU_P14,SPI0_PCS1,UART0_RTS_b,FTM0_CH4,,EWM_IN,,
Pin,PTD5,p46,ADC0_SE6b,,ADC0_SE6b,PTD5,SPI0_PCS2,UART0_CTS_b/UART0_COL_b,FTM0_CH5,,EWM_OUT_b,,
Pin,PTD6,p47,ADC0_SE7b,,ADC0_SE7b,PTD6/LLWU_P15,SPI0_PCS3,UART0_RX,FTM0_CH6,,FTM0_FLT0,,
