TargetDeviceFamily,CortexM4,,,,,,,,,,,,
TargetDeviceSubFamily,MK40D7,mk,,,,,,,,,,,
,,,,,,,,,,,,,
Device,MK40DX64VLH7,K40P64M72SF1RM,LQFP_64_MK40D7,,,,,,,,,,
Device,MK40DX128VLH7,K40P64M72SF1RM,LQFP_64_MK40D7,,,,,,,,,,
Device,MK40DX256VLH7,K40P64M72SF1RM,LQFP_64_MK40D7,,,,,,,,,,
,,,,,,,,,,,,,
Key,Pin,Pkg LQFP_64_MK40D7,Reset,Default,ALT0,ALT1,ALT2,ALT3,ALT4,ALT5,ALT6,ALT7,EzPort
Pin,TEMP_SENSOR,Internal,ADC0_SE26,,,,,,,,,,
Pin,BANDGAP,Internal,ADC0_SE27/CMP0_IN6/CMP1_IN6/CMP2_IN6,,,,,,,,,,
Pin,CMP_DAC,Internal,CMP0_IN7/CMP1_IN7/CMP2_IN7,,,,,,,,,,
Pin,PTE0,p1,ADC1_SE4a,,ADC1_SE4a,PTE0,SPI1_PCS1,UART1_TX,,,I2C1_SDA,RTC_CLKOUT,
Pin,PTE1,p2,ADC1_SE5a,,ADC1_SE5a,PTE1/LLWU_P0,SPI1_SOUT,UART1_RX,,,I2C1_SCL,SPI1_SIN,
Pin,VDD1,p3,VDD,,,,,,,,,,
Pin,VSS1,p4,VSS,,,,,,,,,,
Pin,USB0_DP,p5,USB0_DP,,,,,,,,,,
Pin,USB0_DM,p6,USB0_DM,,,,,,,,,,
Pin,VOUT33,p7,VOUT33,,,,,,,,,,
Pin,VREGIN,p8,VREGIN,,,,,,,,,,
Pin,ADC0_DP0,p9,ADC0_DP0/ADC1_DP3/ADC0_SE0/ADC1_SE3/PGA0_DP,,,,,,,,,,
Pin,ADC0_DM0,p10,ADC0_DM0/ADC1_DM3/ADC0_SE19/ADC1_SE21/PGA0_DM,,,,,,,,,,
Pin,ADC0_DP3,p11,ADC1_DP0/ADC0_DP3/ADC0_SE3/ADC1_SE0/PGA1_DP,,,,,,,,,,
Pin,ADC0_DM3,p12,ADC1_DM0/ADC0_DM3/ADC0_SE21/ADC1_SE19/PGA1_DM,,,,,,,,,,
Pin,VDDA,p13,VDDA,,,,,,,,,,
Pin,VREFH,p14,VREFH,,,,,,,,,,
Pin,VREFL,p15,VREFL,,,,,,,,,,
Pin,VSSA,p16,VSSA,,,,,,,,,,
Pin,VREF_OUT,p17,VREF_OUT/CMP1_IN5/CMP0_IN5/ADC1_SE18,,,,,,,,,,
Pin,ADC0_SE23,p18,DAC0_OUT/CMP1_IN3/ADC0_SE23,,,,,,,,,,
Pin,XTAL32,p19,XTAL32,,,,,,,,,,
Pin,EXTAL32,p20,EXTAL32,,,,,,,,,,
Pin,VBAT,p21,VBAT,,,,,,,,,,
Pin,PTA0,p22,JTAG_TCLK/SWD_CLK,,TSI0_CH1,PTA0,UART0_CTS_b/UART0_COL_b,FTM0_CH5,,,,JTAG_TCLK/SWD_CLK,EZP_CLK
Pin,PTA1,p23,JTAG_TDI,,TSI0_CH2,PTA1,UART0_RX,FTM0_CH6,,,,JTAG_TDI,EZP_DI
Pin,PTA2,p24,JTAG_TDO/TRACE_SWO,,TSI0_CH3,PTA2,UART0_TX,FTM0_CH7,,,,JTAG_TDO/TRACE_SWO,EZP_DO
Pin,PTA3,p25,JTAG_TMS/SWD_DIO,,TSI0_CH4,PTA3,UART0_RTS_b,FTM0_CH0,,,,JTAG_TMS/SWD_DIO,
Pin,PTA4,p26,NMI_b,,TSI0_CH5,PTA4/LLWU_P3,,FTM0_CH1,,,,NMI_b,EZP_CS_b
Pin,PTA5,p27,DISABLED,,,PTA5,USB_CLKIN,FTM0_CH2,,CMP2_OUT,I2S0_TX_BCLK,JTAG_TRST_b,
Pin,PTA12,p28,CMP2_IN0,,CMP2_IN0,PTA12,CAN0_TX,FTM1_CH0,,,I2S0_TXD0,FTM1_QD_PHA,
Pin,PTA13,p29,CMP2_IN1,,CMP2_IN1,PTA13/LLWU_P4,CAN0_RX,FTM1_CH1,,,I2S0_TX_FS,FTM1_QD_PHB,
Pin,VDD2,p30,VDD,,,,,,,,,,
Pin,VSS2,p31,VSS,,,,,,,,,,
Pin,PTA18,p32,EXTAL0,,EXTAL0,PTA18,,FTM0_FLT2,FTM_CLKIN0,,,,
Pin,PTA19,p33,XTAL0,,XTAL0,PTA19,,FTM1_FLT0,FTM_CLKIN1,,LPTMR0_ALT1,,
Pin,RESET_b,p34,RESET_b,,,,,,,,,,
Pin,PTB0,p35,LCD_P0/ADC0_SE8/ADC1_SE8/TSI0_CH0,,LCD_P0/ADC0_SE8/ADC1_SE8/TSI0_CH0,PTB0/LLWU_P5,I2C0_SCL,FTM1_CH0,,,FTM1_QD_PHA,LCD_P0,
Pin,PTB1,p36,LCD_P1/ADC0_SE9/ADC1_SE9/TSI0_CH6,,LCD_P1/ADC0_SE9/ADC1_SE9/TSI0_CH6,PTB1,I2C0_SDA,FTM1_CH1,,,FTM1_QD_PHB,LCD_P1,
Pin,PTB2,p37,LCD_P2/ADC0_SE12/TSI0_CH7,,LCD_P2/ADC0_SE12/TSI0_CH7,PTB2,I2C0_SCL,UART0_RTS_b,,,FTM0_FLT3,LCD_P2,
Pin,PTB3,p38,LCD_P3/ADC0_SE13/TSI0_CH8,,LCD_P3/ADC0_SE13/TSI0_CH8,PTB3,I2C0_SDA,UART0_CTS_b/UART0_COL_b,,,FTM0_FLT0,LCD_P3,
Pin,PTB16,p39,LCD_P12/TSI0_CH9,,LCD_P12/TSI0_CH9,PTB16,SPI1_SOUT,UART0_RX,,,EWM_IN,LCD_P12,
Pin,PTB17,p40,LCD_P13/TSI0_CH10,,LCD_P13/TSI0_CH10,PTB17,SPI1_SIN,UART0_TX,,,EWM_OUT_b,LCD_P13,
Pin,PTB18,p41,LCD_P14/TSI0_CH11,,LCD_P14/TSI0_CH11,PTB18,CAN0_TX,FTM2_CH0,I2S0_TX_BCLK,,FTM2_QD_PHA,LCD_P14,
Pin,PTB19,p42,LCD_P15/TSI0_CH12,,LCD_P15/TSI0_CH12,PTB19,CAN0_RX,FTM2_CH1,I2S0_TX_FS,,FTM2_QD_PHB,LCD_P15,
Pin,PTC0,p43,LCD_P20/ADC0_SE14/TSI0_CH13,,LCD_P20/ADC0_SE14/TSI0_CH13,PTC0,SPI0_PCS4,PDB0_EXTRG,,,I2S0_TXD1,LCD_P20,
Pin,PTC1,p44,LCD_P21/ADC0_SE15/TSI0_CH14,,LCD_P21/ADC0_SE15/TSI0_CH14,PTC1/LLWU_P6,SPI0_PCS3,UART1_RTS_b,FTM0_CH0,,I2S0_TXD0,LCD_P21,
Pin,PTC2,p45,LCD_P22/ADC0_SE4b/CMP1_IN0/TSI0_CH15,,LCD_P22/ADC0_SE4b/CMP1_IN0/TSI0_CH15,PTC2,SPI0_PCS2,UART1_CTS_b,FTM0_CH1,,I2S0_TX_FS,LCD_P22,
Pin,PTC3,p46,LCD_P23/CMP1_IN1,,LCD_P23/CMP1_IN1,PTC3/LLWU_P7,SPI0_PCS1,UART1_RX,FTM0_CH2,CLKOUT,I2S0_TX_BCLK,LCD_P23,
Pin,VSS3,p47,VSS,,,,,,,,,,
Pin,VLL3,p48,VLL3,,,,,,,,,,
Pin,VLL2,p49,VLL2,,,,,,,,,,
