TargetDeviceFamily,CortexM4,,,,,,,,,,,,,,,
TargetDeviceSubFamily,MKL17Z644,mkl,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Variant Name,Reference Manual,Package,Device name,,,,,,,,,,,,
Device,MKL17Z32VLH4,KL17P64M48SF2RM,LQFP_64,MKL17Z32M4,,,,,,,,,,,,
Device,MKL17Z64VLH4,KL17P64M48SF2RM,LQFP_64,MKL17Z64M4,,,,,,,,,,,,
Device,MKL17Z32VDA4,KL17P64M48SF2RM,XFBGA_36,MKL17Z32M4,,,,,,,,,,,,
Device,MKL17Z64VDA4,KL17P64M48SF2RM,XFBGA_36,MKL17Z64M4,,,,,,,,,,,,
Device,MKL17Z32VFM4,KL17P64M48SF2RM,QFN_32,MKL17Z32M4,,,,,,,,,,,,
Device,MKL17Z64VFM4,KL17P64M48SF2RM,QFN_32,MKL17Z64M4,,,,,,,,,,,,
,,,,,Pkg QFN_48,Pkg BGA_64,,,,,,,,,,
Key,Pin,Pkg LQFP_64,Pkg XFBGA_36,Pkg QFN_32,,,Reset,Default,ALT0,ALT1,ALT2,ALT3,ALT4,ALT5,ALT6,ALT7
Pin,PTE1,p2,B1,p2,*,B1,DISABLED,,,PTE1,SPI1_MOSI,LPUART1_RX,,SPI1_MISO,I2C1_SCL,
Pin,VDD,p3,*,*,p1,*,VDD,,,,,,,,,
Pin,VSS,p4,C4,*,p2,C4,VSS,,,,,,,,,
Pin,PTE16,p5,C2,p3,p3,E1,ADC0_DP1/ADC0_SE1,,ADC0_DP1/ADC0_SE1,PTE16,SPI0_PCS0,UART2_TX,TPM_CLKIN0,,FXIO0_D0,
Pin,PTE17,p6,C1,p4,p4,D1,ADC0_DM1/ADC0_SE5a,,ADC0_DM1/ADC0_SE5a,PTE17,SPI0_SCK,UART2_RX,TPM_CLKIN1,LPTMR0_ALT3,FXIO0_D1,
Pin,PTE18,p7,D1,p5,p5,E2,ADC0_DP2/ADC0_SE2,,ADC0_DP2/ADC0_SE2,PTE18,SPI0_MOSI,,I2C0_SDA,SPI0_MISO,FXIO0_D2,
Pin,PTE19,p8,D2,p6,p6,D2,ADC0_DM2/ADC0_SE6a,,ADC0_DM2/ADC0_SE6a,PTE19,SPI0_MISO,,I2C0_SCL,SPI0_MOSI,FXIO0_D3,
Pin,PTE20,p9,E3,*,p7,G1,ADC0_DP0/ADC0_SE0,,ADC0_DP0/ADC0_SE0,PTE20,,TPM1_CH0,LPUART0_TX,,FXIO0_D4,
Pin,PTE21,p10,E2,*,p8,F1,ADC0_DM0/ADC0_SE4a,,ADC0_DM0/ADC0_SE4a,PTE21,,TPM1_CH1,LPUART0_RX,,FXIO0_D5,
Pin,PTE22,p11,E1,*,*,G2,ADC0_DP3/ADC0_SE3,,ADC0_DP3/ADC0_SE3,PTE22,,TPM2_CH0,UART2_TX,,FXIO0_D6,
Pin,PTE23,p12,F1,*,*,F2,ADC0_DM3/ADC0_SE7a,,ADC0_DM3/ADC0_SE7a,PTE23,,TPM2_CH1,UART2_RX,,FXIO0_D7,
Pin,VDDA,p13,D3,p7,p9,F4,VDDA,,,,,,,,,
Pin,VREFH,p14,D3,p7,p10,G4,VREFH,,,,,,,,,
Pin,VREFO,p14,*,*,p10,G4,VREF_OUT,,,,,,,,,
Pin,VREFL,p15,D4,p8,p11,G3,VREFL,,,,,,,,,
Pin,VSSA,p16,D4,p8,p12,F3,VSSA,,,,,,,,,
Pin,PTE29,p17,*,*,p13,H1,CMP0_IN5/ADC0_SE4b,,CMP0_IN5/ADC0_SE4b,PTE29,,TPM0_CH2,TPM_CLKIN0,,,
Pin,PTE30,p18,F2,p9,p14,H2,ADC0_SE23/CMP0_IN4,,ADC0_SE23/CMP0_IN4,PTE30,,TPM0_CH3,TPM_CLKIN1,LPUART1_TX,LPTMR0_ALT1,
Pin,PTE31,p19,*,*,*,H3,DISABLED,,,PTE31,,TPM0_CH4,,,,
Pin,PTE24,p20,*,*,p15,H4,DISABLED,,,PTE24,,TPM0_CH0,,I2C0_SCL,,
Pin,PTE25,p21,*,*,p16,H5,DISABLED,,,PTE25,,TPM0_CH1,,I2C0_SDA,,
Pin,PTA0,p22,F3,p10,p17,D3,SWD_CLK,,,PTA0,,TPM0_CH5,,,,SWD_CLK
Pin,PTA1,p23,F4,p11,p18,D4,DISABLED,,,PTA1,LPUART0_RX,TPM2_CH0,,,,
Pin,PTA2,p24,E4,p12,p19,E5,DISABLED,,,PTA2,LPUART0_TX,TPM2_CH1,,,,
Pin,PTA3,p25,E5,p13,p20,D5,SWD_DIO,,,PTA3,I2C1_SCL,TPM0_CH0,,,,SWD_DIO
Pin,PTA4,p26,F5,p14,p21,G5,NMI_b,,,PTA4,I2C1_SDA,TPM0_CH1,,,,NMI_b
Pin,PTA5,p27,*,*,*,F5,DISABLED,,,PTA5,,TPM0_CH2,,,,
Pin,PTA12,p28,*,*,*,H6,DISABLED,,,PTA12,,TPM1_CH0,,,,
Pin,PTA13,p29,*,*,*,G6,DISABLED,,,PTA13,,TPM1_CH1,,,,
Pin,VDD,p30,C3,p15,p22,G7,VDD,,,,,,,,,
Pin,VSS,p31,C4,p16,p23,H7,VSS,,,,,,,,,
Pin,PTA18,p32,F6,p17,p24,H8,EXTAL0,,EXTAL0,PTA18,,LPUART1_RX,TPM_CLKIN0,,,
Pin,PTA19,p33,E6,p18,p25,G8,XTAL0,,XTAL0,PTA19,,LPUART1_TX,TPM_CLKIN1,,LPTMR0_ALT1,
Pin,PTA20,p34,D5,p19,p26,F8,RESET_b,,,PTA20,,,,,,RESET_b
Pin,PTB0/LLWU_P5,p35,D6,p20,p27,F7,ADC0_SE8,,ADC0_SE8,PTB0/LLWU_P5,I2C0_SCL,TPM1_CH0,SPI1_MOSI,SPI1_MISO,,
Pin,PTB1,p36,C6,p21,p28,F6,ADC0_SE9,,ADC0_SE9,PTB1,I2C0_SDA,TPM1_CH1,SPI1_MISO,SPI1_MOSI,,
Pin,PTB2,p37,*,*,p29,E7,ADC0_SE12,,ADC0_SE12,PTB2,I2C0_SCL,TPM2_CH0,,,,
Pin,PTB3,p38,*,*,p30,E8,ADC0_SE13,,ADC0_SE13,PTB3,I2C0_SDA,TPM2_CH1,,,,
Pin,PTB16,p39,*,*,p31,E6,DISABLED,,,PTB16,SPI1_MOSI,LPUART0_RX,TPM_CLKIN0,SPI1_MISO,,
Pin,PTB17,p40,*,*,p32,D7,DISABLED,,,PTB17,SPI1_MISO,LPUART0_TX,TPM_CLKIN1,SPI1_MOSI,,
Pin,PTB18,p41,*,*,*,D6,DISABLED,,,PTB18,,TPM2_CH0,,,,
Pin,PTB19,p42,*,*,*,C7,DISABLED,,,PTB19,,TPM2_CH1,,,,
Pin,PTC0,p43,*,*,33,D8,ADC0_SE14,,ADC0_SE14,PTC0,,EXTRG_IN,,CMP0_OUT,,
Pin,PTC1/LLWU_P6/RTC_CLKIN,p44,C5,p22,p34,C6,ADC0_SE15,,ADC0_SE15,PTC1/LLWU_P6/RTC_CLKIN,I2C1_SCL,,TPM0_CH0,,,
Pin,PTC2,p45,B6,p23,p35,B7,ADC0_SE11,,ADC0_SE11,PTC2,I2C1_SDA,,TPM0_CH1,,,
Pin,PTC3/LLWU_P7,p46,B5,p24,p36,C8,DISABLED,,,PTC3/LLWU_P7,SPI1_SCK,LPUART1_RX,TPM0_CH2,CLKOUT,,
Pin,VSS,p47,*,*,*,E3,VSS,,,,,,,,,
Pin,VDD,p48,*,*,*,E4,VDD,,,,,,,,,
Pin,PTC4/LLWU_P8,p49,A6,p25,p37,B8,DISABLED,,,PTC4/LLWU_P8,SPI0_PCS0,LPUART1_TX,TPM0_CH3,SPI1_PCS0,,
Pin,PTC5/LLWU_P9,p50,A5,p26,p38,A8,DISABLED,,,PTC5/LLWU_P9,SPI0_SCK,LPTMR0_ALT2,,,CMP0_OUT,
