TargetDeviceFamily,CortexM4,,,,,,,,,,,,,,,
TargetDeviceSubFamily,MKL25Z4,mkl,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Variant Name,Reference Manual,Package,Device name,,,,,,,,,,,,
Device,MKL25Z32VFM4,KL25P80M48SF0RM,QFN_32,MKL25Z32M4,,,,,,,,,,,,
Device,MKL25Z64VFM4,KL25P80M48SF0RM,QFN_32,MKL25Z64M4,,,,,,,,,,,,
Device,MKL25Z128VFM4,KL25P80M48SF0RM,QFN_32,MKL25Z128M4,,,,,,,,,,,,
Device,MKL25Z32VFT4,KL25P80M48SF0RM,QFN_48,MKL25Z32M4,,,,,,,,,,,,
Device,MKL25Z64VFT4,KL25P80M48SF0RM,QFN_48,MKL25Z64M4,,,,,,,,,,,,
Device,MKL25Z128VFT4,KL25P80M48SF0RM,QFN_48,MKL25Z128M4,,,,,,,,,,,,
Device,MKL25Z32VLH4,KL25P80M48SF0RM,LQFP_64,MKL25Z32M4,,,,,,,,,,,,
Device,MKL25Z64VLH4,KL25P80M48SF0RM,LQFP_64,MKL25Z64M4,,,,,,,,,,,,
Device,MKL25Z128VLH4,KL25P80M48SF0RM,LQFP_64,MKL25Z128M4,,,,,,,,,,,,
Device,MKL25Z32VLK4,KL25P80M48SF0RM,LQFP_80,MKL25Z32M4,,,,,,,,,,,,
Device,MKL25Z64VLK4,KL25P80M48SF0RM,LQFP_80,MKL25Z64M4,,,,,,,,,,,,
Device,MKL25Z128VLK4,KL25P80M48SF0RM,LQFP_80,MKL25Z128M4,,,,,,,,,,,,
Device,FRDM_KL25Z,KL25P80M48SF0RM,FRDM_KL25Z,MKL25Z128M4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Key,Pin,Pkg LQFP_80,Pkg LQFP_64,Pkg QFN_48,Pkg QFN_32,Pkg FRDM_KL25Z,Reset,Default,ALT0,ALT1,ALT2,ALT3,ALT4,ALT5,ALT6,ALT7
Pin,PTE0,p1,p1,*,p1,D14,DISABLED,,DISABLED,PTE0,,UART1_TX,RTC_CLKOUT,CMP0_OUT,I2C1_SDA,
Pin,PTE1,p2,p2,*,*,D15,DISABLED,,DISABLED,PTE1,SPI1_MOSI,UART1_RX,,SPI1_MISO,I2C1_SCL,
Pin,PTE2,p3,*,*,*,A16,DISABLED,,DISABLED,PTE2,SPI1_SCK,,,,,
Pin,PTE3,p4,*,*,*,A15,DISABLED,,DISABLED,PTE3,SPI1_MISO,,,SPI1_MOSI,,
Pin,PTE4,p5,*,*,*,A14,DISABLED,,DISABLED,PTE4,SPI1_PCS0,,,,,
Pin,PTE5,p6,*,*,*,A13,DISABLED,,DISABLED,PTE5,,,,,,
Pin,VDD1,p7,p3,p1,*,VDD1,VDD1,,,,,,,,,
Pin,VSS1,p8,p4,p2,p2,VSS1,VSS1,,,,,,,,,
Pin,USB0_DP,p9,p5,p3,p3,USB0_DP,USB0_DP,,,,,,,,,
Pin,USB0_DM,p10,p6,p4,p4,USB0_DM,USB0_DM,,,,,,,,,
Pin,VOUT33,p11,p7,p5,p5,VOUT33,VOUT33,,,,,,,,,
Pin,VREGIN,p12,p8,p6,p6,VREGIN,VREGIN,,,,,,,,,
Pin,PTE20,p13,p9,p7,*,A6,ADC0_DP0/ADC0_SE0,,ADC0_DP0/ADC0_SE0,PTE20,,TPM1_CH0,UART0_TX,,,
Pin,PTE21,p14,p10,p8,*,A7,ADC0_DM0/ADC0_SE4a,,ADC0_DM0/ADC0_SE4a,PTE21,,TPM1_CH1,UART0_RX,,,
Pin,PTE22,p15,p11,*,*,A8,ADC0_DP3/ADC0_SE3,,ADC0_DP3/ADC0_SE3,PTE22,,TPM2_CH0,UART2_TX,,,
Pin,PTE23,p16,p12,*,*,A9,ADC0_DM3/ADC0_SE7a,,ADC0_DM3/ADC0_SE7a,PTE23,,TPM2_CH1,UART2_RX,,,
Pin,VDDA,p17,p13,p9,p7,VDDA,VDDA,,,,,,,,,
Pin,VREFH,p18,p14,p10,*,VREFH,VREFH,,,,,,,,,
Pin,VREFL,p19,p15,p11,*,VREFL,VREFL,,,,,,,,,
Pin,VSSA,p20,p16,p12,p8,VSSA,VSSA,,,,,,,,,
Pin,PTE29,p21,p17,p13,*,A10,CMP0_IN5/ADC0_SE4b,,CMP0_IN5/ADC0_SE4b,PTE29,,TPM0_CH2,TPM_CLKIN0,,,
Pin,PTE30,p22,p18,p14,p9,A11,DAC0_OUT/ADC0_SE23/CMP0_IN4,,DAC0_OUT/ADC0_SE23/CMP0_IN4,PTE30,,TPM0_CH3,TPM_CLKIN1,,,
Pin,PTE31,p23,p19,*,*,D30,DISABLED,,DISABLED,PTE31,,TPM0_CH4,,,,
Pin,PTE24,p24,p20,p15,*,ACCEL_SCL,DISABLED,,DISABLED,PTE24,,TPM0_CH0,,I2C0_SCL,,
Pin,PTE25,p25,p21,p16,*,ACCEL_SDA,DISABLED,,DISABLED,PTE25,,TPM0_CH1,,I2C0_SDA,,
Pin,PTA0,p26,p22,p17,p10,SWD_CLK,SWD_CLK,,TSI0_CH1,PTA0,,TPM0_CH5,,,,SWD_CLK
Pin,PTA1,p27,p23,p18,p11,D0/ConRx,TSI0_CH2,,TSI0_CH2,PTA1,UART0_RX,TPM2_CH0,,,,
Pin,PTA2,p28,p24,p19,p12,D1/ConTx,TSI0_CH3,,TSI0_CH3,PTA2,UART0_TX,TPM2_CH1,,,,
Pin,PTA3,p29,p25,p20,p13,SWD_DIO,SWD_DIO,,TSI0_CH4,PTA3,I2C1_SCL,TPM0_CH0,,,,SWD_DIO
Pin,PTA4,p30,p26,p21,p14,D4,NMI_b,,TSI0_CH5,PTA4,I2C1_SDA,TPM0_CH1,,,,NMI_b
Pin,PTA5,p31,p27,*,*,D5,DISABLED,,DISABLED,PTA5,USB_CLKIN,TPM0_CH2,,,,
Pin,PTA12,p32,p28,*,*,D3,DISABLED,,DISABLED,PTA12,,TPM1_CH0,,,,
Pin,PTA13,p33,p29,*,*,D8,DISABLED,,DISABLED,PTA13,,TPM1_CH1,,,,
Pin,PTA14,p34,*,*,*,*,DISABLED,,DISABLED,PTA14,SPI0_PCS0,UART0_TX,,,,
Pin,PTA15,p35,*,*,*,*,DISABLED,,DISABLED,PTA15,SPI0_SCK,UART0_RX,,,,
Pin,PTA16,p36,*,*,*,D28,DISABLED,,DISABLED,PTA16,SPI0_MOSI,,,SPI0_MISO,,
Pin,PTA17,p37,*,*,*,D29,DISABLED,,DISABLED,PTA17,SPI0_MISO,,,SPI0_MOSI,,
Pin,VDD2,p38,p30,p22,p15,VDD2,VDD2,,,,,,,,,
Pin,VSS2,p39,p31,p23,p16,VSS2,VSS2,,,,,,,,,
Pin,PTA18,p40,p32,p24,p17,EXTAL0,EXTAL0/EXTAL32,,EXTAL0/EXTAL32,PTA18,,UART1_RX,TPM_CLKIN0,,,
Pin,PTA19,p41,p33,p25,p18,XTAL0,XTAL0/XTAL32,,XTAL0/XTAL32,PTA19,,UART1_TX,TPM_CLKIN1,,LPTMR0_ALT1,
Pin,PTA20,p42,p34,p26,p19,RESET_b,RESET_b,,RESET_b,PTA20,,,,,,
Pin,PTB0/LLWU_P5,p43,p35,p27,p20,A0,ADC0_SE8/TSI0_CH0,,ADC0_SE8/TSI0_CH0,PTB0/LLWU_P5,I2C0_SCL,TPM1_CH0,,,,
Pin,PTB1,p44,p36,p28,p21,A1,ADC0_SE9/TSI0_CH6,,ADC0_SE9/TSI0_CH6,PTB1,I2C0_SDA,TPM1_CH1,,,,
Pin,PTB2,p45,p37,p29,*,A2,ADC0_SE12/TSI0_CH7,,ADC0_SE12/TSI0_CH7,PTB2,I2C0_SCL,TPM2_CH0,,,,
Pin,PTB3,p46,p38,p30,*,A3,ADC0_SE13/TSI0_CH8,,ADC0_SE13/TSI0_CH8,PTB3,I2C0_SDA,TPM2_CH1,,,,
Pin,PTB8,p47,*,*,*,A20,DISABLED,,DISABLED,PTB8,,EXTRG_IN,,,,
Pin,PTB9,p48,*,*,*,A19,DISABLED,,DISABLED,PTB9,,,,,,
Pin,PTB10,p49,*,*,*,A18,DISABLED,,DISABLED,PTB10,SPI1_PCS0,,,,,
Pin,PTB11,p50,*,*,*,A17,DISABLED,,DISABLED,PTB11,SPI1_SCK,,,,,
Pin,PTB16,p51,p39,p31,*,*,TSI0_CH9,,TSI0_CH9,PTB16,SPI1_MOSI,UART0_RX,TPM_CLKIN0,SPI1_MISO,,
Pin,PTB17,p52,p40,p32,*,*,TSI0_CH10,,TSI0_CH10,PTB17,SPI1_MISO,UART0_TX,TPM_CLKIN1,SPI1_MOSI,,
Pin,PTB18,p53,p41,*,*,LED_RED,TSI0_CH11,,TSI0_CH11,PTB18,,TPM2_CH0,,,,
Pin,PTB19,p54,p42,*,*,LED_GREEN,TSI0_CH12,,TSI0_CH12,PTB19,,TPM2_CH1,,,,
Pin,PTC0,p55,p43,p33,*,D17,ADC0_SE14/TSI0_CH13,,ADC0_SE14/TSI0_CH13,PTC0,,EXTRG_IN,,CMP0_OUT,,
Pin,PTC1/LLWU_P6/RTC_CLKIN,p56,p44,p34,p22,A5,ADC0_SE15/TSI0_CH14,,ADC0_SE15/TSI0_CH14,PTC1/LLWU_P6/RTC_CLKIN,I2C1_SCL,,TPM0_CH0,,,
Pin,PTC2,p57,p45,p35,p23,A4,ADC0_SE11/TSI0_CH15,,ADC0_SE11/TSI0_CH15,PTC2,I2C1_SDA,,TPM0_CH1,,,
Pin,PTC3/LLWU_P7,p58,p46,p36,p24,D18,DISABLED,,DISABLED,PTC3/LLWU_P7,,UART1_RX,TPM0_CH2,CLKOUT,,
Pin,VSS3,p59,p47,*,*,VSS3,VSS3,,,,,,,,,
Pin,VDD3,p60,p48,*,*,VDD3,VDD3,,,,,,,,,
Pin,PTC4/LLWU_P8,p61,p49,p37,p25,D19,DISABLED,,DISABLED,PTC4/LLWU_P8,SPI0_PCS0,UART1_TX,TPM0_CH3,,,
Pin,PTC5/LLWU_P9,p62,p50,p38,p26,D20,DISABLED,,DISABLED,PTC5/LLWU_P9,SPI0_SCK,LPTMR0_ALT2,,,CMP0_OUT,
Pin,PTC6/LLWU_P10,p63,p51,p39,p27,D21,CMP0_IN0,,CMP0_IN0,PTC6/LLWU_P10,SPI0_MOSI,EXTRG_IN,,SPI0_MISO,,
Pin,PTC7,p64,p52,p40,p28,D16,CMP0_IN1,,CMP0_IN1,PTC7,SPI0_MISO,,,SPI0_MOSI,,
Pin,PTC8,p65,p53,*,*,D6,CMP0_IN2,,CMP0_IN2,PTC8,I2C0_SCL,TPM0_CH4,,,,
Pin,PTC9,p66,p54,*,*,D7,CMP0_IN3,,CMP0_IN3,PTC9,I2C0_SDA,TPM0_CH5,,,,
Pin,PTC10,p67,p55,*,*,D22,DISABLED,,DISABLED,PTC10,I2C1_SCL,,,,,
Pin,PTC11,p68,p56,*,*,D23,DISABLED,,DISABLED,PTC11,I2C1_SDA,,,,,
Pin,PTC12,p69,*,*,*,D24,DISABLED,,DISABLED,PTC12,,,TPM_CLKIN0,,,
Pin,PTC13,p70,*,*,*,D25,DISABLED,,DISABLED,PTC13,,,TPM_CLKIN1,,,
Pin,PTC16,p71,*,*,*,D26,DISABLED,,DISABLED,PTC16,,,,,,
Pin,PTC17,p72,*,*,*,D27,DISABLED,,DISABLED,PTC17,,,,,,
Pin,PTD0,p73,p57,p41,*,D10,DISABLED,,DISABLED,PTD0,SPI0_PCS0,,TPM0_CH0,,,
Pin,PTD1,p74,p58,p42,*,D13/LED_BLUE,ADC0_SE5b,,ADC0_SE5b,PTD1,SPI0_SCK,,TPM0_CH1,,,
Pin,PTD2,p75,p59,p43,*,D11,DISABLED,,DISABLED,PTD2,SPI0_MOSI,UART2_RX,TPM0_CH2,SPI0_MISO,,
Pin,PTD3,p76,p60,p44,*,D12,DISABLED,,DISABLED,PTD3,SPI0_MISO,UART2_TX,TPM0_CH3,SPI0_MOSI,,
Pin,PTD4/LLWU_P14,p77,p61,p45,p29,D2,DISABLED,,DISABLED,PTD4/LLWU_P14,SPI1_PCS0,UART2_RX,TPM0_CH4,,,
Pin,PTD5,p78,p62,p46,p30,D9,ADC0_SE6b,,ADC0_SE6b,PTD5,SPI1_SCK,UART2_TX,TPM0_CH5,,,
Pin,PTD6/LLWU_P15,p79,p63,p47,p31,D32,ADC0_SE7b,,ADC0_SE7b,PTD6/LLWU_P15,SPI1_MOSI,UART0_RX,,SPI1_MISO,,
Pin,PTD7,p80,p64,p48,p32,D33,DISABLED,,DISABLED,PTD7,SPI1_MISO,UART0_TX,,SPI1_MOSI,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Peripheral,Clock register,Clock mask (defaults to name),,,,,,,,,,,,,
Peripheral,MCG,,,,,,,,,,,,,,,
Peripheral,I2C0,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,I2C1,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,UART0,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,UART1,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,UART2,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,USB0,SIM->SCGC4,SIM_SCGC4_USBOTG_MASK,,,,,,,,,,,,,
Peripheral,CMP0,SIM->SCGC4,SIM_SCGC4_CMP_MASK,,,,,,,,,,,,,
Peripheral,SPI0,SIM->SCGC4,,,,,,,,,,,,,,
Peripheral,SPI1,SIM->SCGC4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Peripheral,LPTMR0,SIM->SCGC5,SIM_SCGC5_LPTMR_MASK,,,,,,,,,,,,,
Peripheral,TSI0,SIM->SCGC5,SIM_SCGC5_TSI0_MASK,,,,,,,,,,,,,
Peripheral,PORTA,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTB,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTC,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTD,SIM->SCGC5,,,,,,,,,,,,,,
Peripheral,PORTE,SIM->SCGC5,,,,,,,,,,,,,,
